total_rooms,total_bedrooms
3515.0,716.5
3516.0,661.0
3517.0,738.5
3518.0,658.0
3519.0,583.0
3520.0,638.0
3521.0,747.0
3522.0,938.0
3523.0,669.0
3526.0,574.0
3527.0,547.0
3528.0,816.0
3531.0,631.0
3532.0,687.0
3533.0,1061.0
3535.0,715.5
3536.0,646.0
3538.0,726.0
3539.0,869.0
3540.0,679.5
3541.0,550.0
3542.0,507.0
3543.0,
3544.0,691.0
3545.0,700.0
3546.0,584.0
3547.0,506.0
3548.0,639.0
3549.0,604.0
3550.0,895.0
3551.0,1037.0
3552.0,575.0
3553.0,847.0
3554.0,645.0
3556.0,521.0
3557.0,890.0
3558.0,588.0
3559.0,734.0
3560.0,593.0
3561.0,560.0
3562.0,416.5
3563.0,832.0
3565.0,892.0
3566.0,701.0
3568.0,618.5
3569.0,821.0
3570.0,713.0
3571.0,616.0
3572.0,592.0
3574.0,485.0
3575.0,561.0
3576.0,554.0
3577.0,581.0
3578.0,677.0
3579.0,672.0
3580.0,611.0
3581.0,769.0
3583.0,672.0
3584.0,713.5
3585.0,757.0
3586.0,921.0
3587.0,904.0
3588.0,744.0
3589.0,507.0
3592.0,642.0
3593.0,659.0
3595.0,790.0
3596.0,494.0
3597.0,591.5
3598.0,919.5
3600.0,536.0
3602.0,738.0
3603.0,832.5
3604.0,734.0
3605.0,707.0
3606.0,699.0
3608.0,682.0
3609.0,712.0
3610.0,682.5
3611.0,640.0
3612.0,737.0
3613.0,973.0
3614.0,960.0
3615.0,696.0
3616.0,722.0
3617.0,597.0
3618.0,767.5
3619.0,770.0
3620.0,607.0
3621.0,632.0
3623.0,734.0
3624.0,812.0
3626.0,528.0
3631.0,635.0
3633.0,964.0
3634.0,718.0
3635.0,781.0
3636.0,749.0
3637.0,933.0
3638.0,868.0
3639.0,1002.0
3640.0,835.0
3641.0,897.0
3642.0,684.0
3643.0,951.5
3646.0,552.0
3648.0,844.5
3649.0,755.0
3651.0,465.0
3652.0,923.0
3653.0,780.5
3654.0,689.0
3655.0,571.5
3656.0,681.0
3657.0,820.0
3658.0,612.0
3659.0,735.0
3660.0,634.0
3661.0,692.0
3662.0,710.0
3663.0,618.5
3664.0,683.0
3665.0,870.0
3666.0,562.0
3667.0,924.5
3668.0,878.5
3669.0,617.0
3670.0,704.5
3671.0,726.5
3672.0,826.5
3673.0,881.0
3674.0,808.0
3675.0,649.0
3676.0,623.5
3677.0,600.0
3678.0,625.5
3679.0,694.0
3680.0,559.0
3684.0,1301.0
3685.0,685.0
3686.0,733.0
3687.0,804.0
3688.0,640.0
3689.0,665.5
3690.0,791.0
3691.0,733.0
3692.0,969.0
3693.0,771.0
3694.0,722.0
3695.0,602.0
3696.0,1039.0
3697.0,753.5
3698.0,574.0
3701.0,633.5
3702.0,648.0
3703.0,877.0
3706.0,1106.0
3707.0,751.0
3708.0,849.0
3711.0,1192.0
3712.0,836.0
3713.0,718.0
3714.0,708.0
3715.0,575.0
3716.0,739.5
3718.0,676.0
3719.0,695.5
3720.0,671.5
3722.0,670.0
3723.0,810.0
3725.0,676.0
3727.0,685.0
3729.0,677.0
3730.0,794.0
3731.0,812.5
3732.0,846.0
3733.0,831.0
3735.0,682.5
3736.0,749.5
3737.0,685.0
3738.0,752.5
3740.0,828.0
3741.0,749.5
3742.0,1180.0
3743.0,581.0
3744.0,699.0
3745.0,798.0
3746.0,750.5
3747.0,658.0
3748.0,707.0
3750.0,736.0
3751.0,913.5
3752.0,520.0
3753.0,756.5
3754.0,588.0
3755.0,525.0
3756.0,662.0
3757.0,722.0
3758.0,757.5
3759.0,489.0
3760.0,880.0
3761.0,627.5
3762.0,1281.0
3763.0,717.0
3764.0,795.5
3765.0,612.0
3766.0,847.0
3768.0,1211.0
3769.0,839.0
3770.0,553.5
3771.0,1017.0
3772.0,619.0
3773.0,694.0
3774.0,600.0
3776.0,697.5
3778.0,939.0
3779.0,711.0
3780.0,766.5
3781.0,712.0
3782.0,771.0
3783.0,616.5
3784.0,577.0
3785.0,808.0
3787.0,643.0
3789.0,842.0
3791.0,487.0
3792.0,707.0
3794.0,848.0
3795.0,676.0
3796.0,650.0
3797.0,668.0
3798.0,586.0
3800.0,728.0
3801.0,582.0
3803.0,898.0
3805.0,596.0
3806.0,794.0
3807.0,806.0
3808.0,646.5
3809.0,1098.0
3810.0,724.5
3811.0,605.0
3812.0,595.0
3813.0,871.0
3814.0,603.0
3815.0,924.0
3817.0,719.0
3819.0,688.0
3821.0,705.0
3823.0,890.0
3824.0,691.5
3825.0,694.5
3826.0,691.0
3827.0,755.0
3830.0,811.5
3831.0,854.0
3832.0,949.0
3833.0,595.0
3836.0,777.0
3838.0,696.0
3839.0,852.0
3841.0,620.0
3842.0,609.0
3843.0,716.0
3844.0,969.0
3845.0,771.5
3846.0,731.5
3847.0,727.0
3848.0,840.0
3850.0,813.0
3851.0,859.0
3852.0,859.0
3853.0,651.0
3854.0,1046.0
3855.0,753.5
3856.0,571.0
3857.0,732.0
3859.0,611.5
3861.0,718.0
3862.0,1186.0
3863.0,537.0
3865.0,802.0
3866.0,539.0
3867.0,573.0
3868.0,902.5
3869.0,773.0
3870.0,795.0
3873.0,484.0
3874.0,565.0
3876.0,780.0
3877.0,687.0
3878.0,665.0
3879.0,943.0
3880.0,770.0
3881.0,734.5
3883.0,763.0
3885.0,710.0
3886.0,599.0
3887.0,779.0
3888.0,858.5
3889.0,790.0
3890.0,648.5
3891.0,732.0
3892.0,520.0
3894.0,1017.0
3895.0,896.0
3896.0,933.5
3897.0,893.0
3899.0,763.0
3900.0,920.0
3902.0,610.0
3903.0,801.0
3905.0,583.0
3906.0,660.0
3907.0,722.0
3908.0,811.0
3909.0,670.0
3910.0,898.5
3911.0,849.0
3912.0,773.0
3913.0,710.0
3914.0,785.5
3915.0,707.0
3917.0,593.5
3919.0,753.5
3920.0,672.5
3921.0,727.0
3924.0,834.0
3927.0,873.0
3929.0,559.0
3930.0,661.0
3931.0,622.0
3933.0,949.0
3934.0,697.0
3936.0,788.0
3938.0,719.0
3939.0,852.0
3940.0,710.5
3941.0,655.0
3942.0,748.0
3943.0,737.0
3944.0,909.0
3946.0,895.5
3949.0,717.0
3951.0,562.0
3952.0,984.0
3956.0,725.5
3957.0,520.0
3958.0,727.0
3959.0,856.0
3960.0,1018.5
3963.0,792.0
3964.0,674.0
3965.0,804.0
3966.0,672.5
3967.0,766.0
3968.0,931.0
3969.0,834.0
3970.0,821.0
3972.0,842.0
3973.0,595.0
3974.0,548.0
3976.0,835.5
3977.0,869.5
3978.0,1073.0
3979.0,635.5
3982.0,1045.0
3983.0,876.0
3985.0,567.0
3986.0,706.0
3988.0,1098.0
3990.0,892.0
3991.0,1031.0
3994.0,990.0
3995.0,666.0
3996.0,649.0
3997.0,917.5
3998.0,738.0
3999.0,727.0
4001.0,999.0
4003.0,717.5
4005.0,793.0
4006.0,779.5
4007.0,700.0
4011.0,963.0
4013.0,903.0
4014.0,868.0
4015.0,663.0
4016.0,831.0
4018.0,986.0
4019.0,840.5
4020.0,655.0
4021.0,701.0
4022.0,1081.0
4025.0,574.0
4026.0,718.0
4028.0,896.0
4030.0,
4031.0,923.0
4032.0,814.0
4033.0,754.5
4034.0,611.0
4035.0,641.0
4036.0,880.0
4037.0,586.0
4038.0,899.5
4039.0,687.0
4040.0,843.0
4042.0,923.5
4043.0,952.0
4044.0,551.0
4045.0,623.0
4046.0,731.0
4047.0,769.0
4048.0,562.0
4049.0,947.0
4050.0,712.0
4051.0,753.0
4052.0,955.0
4053.0,912.0
4054.0,683.0
4055.0,737.0
4056.0,637.0
4057.0,624.0
4058.0,511.0
4059.0,730.0
4061.0,836.0
4062.0,597.0
4064.0,871.0
4065.0,741.0
4066.0,951.0
4070.0,512.0
4071.0,888.0
4072.0,905.0
4073.0,718.0
4075.0,1006.0
4077.0,777.0
4078.0,484.0
4079.0,1112.0
4082.0,622.0
4084.0,1062.0
4085.0,897.5
4086.0,851.0
4089.0,855.0
4090.0,1271.0
4091.0,810.5
4093.0,651.0
4094.0,634.0
4095.0,578.0
4096.0,623.0
4097.0,825.5
4098.0,1100.0
4099.0,1287.0
4100.0,740.0
4104.0,1012.5
4108.0,882.5
4109.0,820.0
4110.0,846.5
4111.0,538.0
4112.0,730.0
4113.0,767.0
4114.0,710.0
4115.0,832.5
4116.0,949.0
4117.0,752.0
4120.0,961.5
4122.0,814.0
4123.0,874.0
4125.0,1020.0
4126.0,696.0
4127.0,689.0
4131.0,888.5
4132.0,741.5
4133.0,744.0
4136.0,886.0
4137.0,649.0
4138.0,967.5
4139.0,544.0
4140.0,
4142.0,1031.0
4143.0,775.5
4144.0,826.0
4145.0,869.0
4148.0,803.0
4150.0,859.0
4151.0,823.0
4152.0,622.5
4153.0,719.0
4154.0,649.5
4156.0,609.0
4157.0,710.0
4159.0,631.5
4161.0,731.0
4162.0,1080.5
4163.0,1242.0
4164.0,812.0
4165.0,646.0
4166.0,756.0
4167.0,612.0
4168.0,742.0
4169.0,1047.0
4172.0,914.0
4173.0,763.0
4174.0,851.0
4175.0,1058.5
4176.0,779.0
4177.0,832.0
4179.0,814.0
4181.0,804.0
4183.0,586.0
4185.0,884.0
4186.0,
4187.0,684.0
4188.0,976.0
4190.0,946.0
4192.0,752.0
4193.0,915.0
4194.0,742.0
4195.0,706.0
4197.0,1006.0
4198.0,880.5
4199.0,711.5
4201.0,850.0
4202.0,986.0
4203.0,792.0
4205.0,772.0
4208.0,897.0
4209.0,705.5
4210.0,778.0
4211.0,829.5
4213.0,750.0
4215.0,810.0
4216.0,948.0
4217.0,1095.0
4219.0,1125.0
4220.0,981.5
4221.0,781.0
4222.0,712.0
4223.0,672.0
4224.0,632.0
4225.0,886.0
4226.0,1315.0
4227.0,658.0
4228.0,816.0
4229.0,601.0
4230.0,823.0
4232.0,858.0
4234.0,770.0
4235.0,735.0
4236.0,877.0
4239.0,738.5
4240.0,643.0
4241.0,1147.0
4242.0,746.0
4244.0,595.0
4246.0,689.0
4247.0,1253.0
4248.0,840.0
4249.0,927.5
4251.0,899.0
4253.0,709.0
4255.0,971.0
4256.0,803.0
4257.0,908.0
4258.0,719.0
4259.0,588.0
4260.0,688.5
4261.0,866.5
4263.0,1037.0
4264.0,749.0
4265.0,581.0
4267.0,785.0
4269.0,604.5
4270.0,654.0
4272.0,996.0
4273.0,965.0
4274.0,1153.0
4276.0,767.0
4280.0,652.5
4281.0,684.0
4284.0,1042.0
4286.0,1071.0
4288.0,789.0
4289.0,893.0
4292.0,1075.0
4293.0,992.0
4294.0,1224.0
4296.0,1089.0
4297.0,1037.0
4299.0,857.0
4300.0,845.0
4303.0,613.0
4304.0,851.0
4307.0,918.0
4308.0,959.5
4310.0,678.0
4311.0,531.0
4312.0,993.0
4314.0,700.5
4315.0,1304.0
4316.0,678.0
4321.0,582.0
4323.0,775.0
4324.0,944.0
4325.0,1015.0
4326.0,655.0
4327.0,1037.0
4328.0,974.5
4329.0,1089.0
4331.0,668.0
4332.0,862.5
4333.0,947.0
4334.0,641.0
4335.0,808.0
4337.0,673.0
4341.0,716.0
4343.0,515.0
4345.0,1158.0
4350.0,704.0
4356.0,1107.5
4357.0,926.0
4358.0,819.0
4362.0,1053.0
4363.0,690.0
4365.0,865.0
4366.0,1211.0
4367.0,1161.0
4368.0,779.0
4369.0,1353.0
4371.0,703.0
4373.0,777.0
4374.0,1150.0
4375.0,689.0
4376.0,1003.0
4377.0,668.0
4378.0,910.0
4379.0,691.0
4380.0,767.5
4382.0,732.0
4383.0,901.0
4384.0,778.0
4385.0,620.0
4388.0,864.0
4389.0,873.0
4391.0,974.0
4392.0,602.0
4393.0,675.5
4394.0,
4397.0,1056.5
4398.0,905.0
4400.0,695.0
4401.0,698.0
4402.0,728.5
4403.0,891.0
4405.0,717.0
4407.0,1209.0
4408.0,807.0
4409.0,1015.0
4411.0,776.0
4412.0,924.5
4413.0,889.5
4414.0,767.0
4415.0,648.0
4417.0,1054.0
4418.0,980.0
4419.0,822.0
4420.0,903.0
4421.0,702.0
4422.0,784.5
4423.0,632.0
4424.0,834.0
4426.0,995.0
4427.0,
4428.0,704.5
4429.0,1124.0
4430.0,884.5
4431.0,705.0
4436.0,758.0
4438.0,803.0
4439.0,616.0
4444.0,647.0
4446.0,897.0
4448.0,631.0
4449.0,673.5
4450.0,939.0
4452.0,949.0
4453.0,797.0
4454.0,955.0
4458.0,803.5
4459.0,977.5
4460.0,925.0
4461.0,724.5
4462.0,689.0
4464.0,1093.0
4465.0,859.0
4466.0,690.0
4472.0,1579.0
4473.0,923.0
4474.0,929.0
4475.0,1048.0
4476.0,761.0
4477.0,767.0
4478.0,647.0
4481.0,840.5
4483.0,894.0
4485.0,736.0
4486.0,709.0
4491.0,684.5
4492.0,821.0
4493.0,760.0
4494.0,857.5
4496.0,816.5
4497.0,831.0
4499.0,645.0
4500.0,815.0
4505.0,894.0
4506.0,1342.0
4507.0,900.0
4508.0,608.0
4513.0,874.5
4516.0,611.0
4518.0,716.0
4519.0,1081.0
4524.0,860.0
4526.0,717.0
4527.0,881.0
4530.0,1070.0
4534.0,960.5
4535.0,858.5
4536.0,1178.0
4538.0,685.0
4541.0,720.0
4542.0,621.0
4543.0,881.0
4545.0,748.0
4547.0,774.0
4549.0,786.0
4551.0,837.0
4552.0,639.0
4558.0,804.0
4559.0,1104.0
4561.0,1474.0
4563.0,1128.0
4567.0,688.0
4570.0,825.0
4571.0,924.0
4572.0,712.0
4573.0,928.0
4574.0,1152.0
4576.0,831.0
4581.0,881.0
4582.0,1124.0
4583.0,648.0
4584.0,1051.0
4586.0,1042.0
4587.0,810.0
4589.0,594.0
4590.0,1048.5
4591.0,904.0
4595.0,954.0
4596.0,1018.0
4597.0,1009.0
4598.0,834.0
4599.0,931.5
4602.0,1030.5
4605.0,1188.0
4607.0,656.0
4609.0,1148.5
4610.0,
4613.0,749.0
4615.0,1008.0
4617.0,1046.0
4620.0,1265.0
4624.0,785.0
4625.0,1307.0
4627.0,887.0
4630.0,624.0
4631.0,1164.0
4632.0,753.0
4635.0,800.0
4636.0,908.0
4637.0,941.0
4639.0,1374.0
4642.0,1300.0
4643.0,1429.0
4644.0,967.0
4645.0,1196.0
4648.0,806.0
4649.0,977.0
4650.0,791.0
4656.0,1192.5
4657.0,739.0
4663.0,1213.0
4667.0,875.0
4668.0,628.0
4670.0,1039.0
4671.0,912.0
4674.0,791.0
4676.0,897.0
4677.0,581.0
4680.0,758.0
4682.0,899.0
4683.0,992.0
4684.0,540.0
4685.0,965.0
4686.0,816.0
4687.0,793.0
4690.0,1002.0
4694.0,822.0
4698.0,902.0
4701.0,1359.0
4704.0,920.0
4707.0,695.0
4711.0,811.0
4712.0,624.0
4713.0,758.0
4715.0,890.5
4716.0,1372.0
4718.0,1140.0
4719.0,737.5
4721.0,999.0
4724.0,793.0
4735.0,964.0
4742.0,756.0
4747.0,846.0
4750.0,903.0
4753.0,681.0
4754.0,976.0
4755.0,807.0
4759.0,922.5
4760.0,774.0
4763.0,828.0
4767.0,777.0
4768.0,807.0
4769.0,1076.5
4770.0,1023.0
4773.0,873.0
4775.0,886.0
4776.0,1082.0
4778.0,1047.0
4780.0,1026.5
4781.0,703.0
4784.0,1039.0
4786.0,799.0
4787.0,905.0
4789.0,816.0
4791.0,695.0
4794.0,767.0
4795.0,710.0
4798.0,1374.0
4799.0,1122.0
4801.0,699.0
4803.0,575.0
4810.0,991.5
4813.0,849.0
4814.0,643.0
4822.0,1006.5
4827.0,718.0
4832.0,993.0
4833.0,1031.5
4834.0,1527.0
4835.0,854.0
4836.0,1368.0
4838.0,920.0
4839.0,954.0
4841.0,894.0
4843.0,992.0
4845.0,1172.0
4846.0,825.0
4849.0,920.0
4850.0,977.0
4853.0,1105.0
4854.0,912.0
4855.0,1350.0
4859.0,1293.0
4862.0,597.0
4863.0,901.0
4864.0,729.0
4865.0,968.0
4866.0,862.0
4867.0,866.5
4868.0,738.0
4869.0,871.0
4870.0,965.0
4872.0,656.0
4873.0,667.0
4874.0,1349.0
4877.0,1488.0
4879.0,831.0
4880.0,1044.0
4881.0,803.0
4883.0,769.0
4885.0,988.0
4888.0,1126.0
4890.0,1152.0
4891.0,793.0
4893.0,1109.0
4896.0,1083.0
4899.0,847.0
4900.0,809.5
4907.0,1075.0
4909.0,1422.0
4910.0,871.0
4913.0,1069.5
4915.0,805.0
4916.0,1188.5
4919.0,661.0
4920.0,1092.0
4921.0,967.0
4924.0,1007.0
4925.0,948.0
4927.0,1023.5
4928.0,866.5
4929.0,1010.0
4930.0,1381.0
4934.0,1112.0
4935.0,954.0
4937.0,1139.0
4943.0,762.5
4944.0,1164.0
4947.0,714.0
4949.0,626.0
4952.0,1031.0
4956.0,693.0
4961.0,902.0
4964.0,1056.0
4965.0,872.0
4971.0,916.0
4974.0,764.0
4975.0,949.0
4976.0,849.0
4977.0,819.5
4979.0,934.0
4980.0,774.0
4981.0,964.0
4982.0,1358.0
4984.0,1029.0
4985.0,1238.0
4988.0,1169.0
4991.0,674.0
4992.0,
4994.0,1057.0
4999.0,874.0
5001.0,830.0
5005.0,848.0
5009.0,1108.0
5015.0,1126.5
5016.0,1331.0
5018.0,959.5
5020.0,909.0
5022.0,1750.0
5024.0,936.5
5026.0,955.0
5027.0,834.0
5031.0,1168.0
5032.0,1018.5
5036.0,925.5
5040.0,1325.0
5041.0,1134.5
5045.0,972.0
5048.0,982.0
5051.0,1054.0
5054.0,1168.0
5055.0,1036.0
5057.0,790.0
5058.0,965.0
5059.0,780.0
5062.0,2055.0
5065.0,788.0
5066.0,1292.0
5067.0,750.0
5075.0,978.0
5076.0,1034.0
5077.0,1271.0
5078.0,806.0
5080.0,814.0
5087.0,981.0
5089.0,1210.0
5091.0,1074.0
5092.0,988.0
5094.0,746.5
5096.0,1011.0
5098.0,778.0
5102.0,1695.0
5103.0,825.0
5104.0,1026.0
5106.0,1010.0
5108.0,1510.0
5109.0,1482.0
5112.0,1384.0
5113.0,959.0
5114.0,1095.0
5115.0,776.0
5121.0,831.0
5122.0,1544.0
5126.0,711.0
5127.0,814.5
5129.0,1119.0
5130.0,956.5
5131.0,1050.5
5135.0,1180.5
5137.0,1614.0
5138.0,713.0
5143.0,652.0
5144.0,887.0
5147.0,1182.0
5149.0,851.0
5151.0,1101.0
5152.0,1365.0
5153.0,1164.0
5154.0,1094.5
5156.0,910.5
5159.0,832.0
5160.0,851.0
5161.0,1744.0
5166.0,1041.5
5173.0,1069.0
5175.0,971.0
5177.0,856.0
5178.0,1336.0
5179.0,944.0
5180.0,1051.0
5187.0,974.0
5188.0,892.0
5192.0,1019.5
5199.0,1023.0
5200.0,1119.0
5201.0,984.5
5202.0,1037.0
5203.0,957.0
5205.0,859.0
5206.0,992.0
5209.0,917.0
5211.0,949.0
5212.0,872.0
5215.0,1193.0
5218.0,959.0
5226.0,833.0
5228.0,992.0
5232.0,810.0
5236.0,1320.0
5239.0,1045.0
5241.0,985.0
5252.0,723.0
5254.0,894.0
5255.0,762.0
5256.0,758.0
5258.0,1514.0
5261.0,763.0
5264.0,1064.0
5266.0,1031.0
5267.0,1253.0
5268.0,971.0
5274.0,1308.0
5277.0,1039.0
5278.0,1575.0
5282.0,1605.0
5283.0,1330.0
5284.0,920.0
5287.0,1048.0
5290.0,1054.0
5293.0,1856.0
5294.0,817.0
5297.0,664.0
5301.0,1025.0
5303.0,808.5
5306.0,993.0
5308.0,1058.0
5315.0,1037.0
5319.0,875.0
5320.0,979.0
5321.0,1015.0
5323.0,887.0
5329.0,2477.0
5330.0,1056.0
5332.0,884.0
5341.0,773.0
5343.0,
5351.0,1172.0
5359.0,1508.0
5363.0,1160.0
5367.0,1207.0
5368.0,1312.0
5370.0,1062.0
5372.0,1051.0
5373.0,1079.0
5377.0,1005.0
5382.0,928.0
5383.0,1070.0
5389.0,903.0
5392.0,821.0
5394.0,748.0
5395.0,1220.0
5396.0,1182.0
5398.0,926.0
5404.0,906.0
5407.0,1467.0
5409.0,1019.0
5411.0,1020.0
5415.0,827.0
5416.0,1115.0
5417.0,1199.0
5419.0,1183.0
5434.0,1106.0
5438.0,871.0
5444.0,1293.0
5445.0,1360.0
5448.0,1310.5
5451.0,872.0
5454.0,1053.0
5455.0,882.0
5456.0,926.0
5457.0,1247.0
5459.0,1086.0
5460.0,859.0
5463.0,1265.0
5464.0,850.0
5465.0,974.0
5467.0,1044.0
5468.0,676.0
5469.0,950.0
5470.0,755.0
5471.0,1345.0
5473.0,1234.0
5474.0,955.0
5476.0,1073.0
5477.0,1803.0
5478.0,1136.0
5480.0,892.0
5482.0,1251.0
5483.0,1079.0
5484.0,993.5
5485.0,1242.0
5486.0,1044.0
5488.0,880.5
5490.0,851.0
5492.0,1549.0
5495.0,1141.0
5496.0,1374.0
5498.0,729.0
5500.0,956.0
5509.0,969.0
5512.0,
5514.0,909.0
5516.0,746.0
5518.0,979.0
5519.0,833.0
5526.0,1916.0
5528.0,1073.0
5532.0,875.5
5535.0,1434.0
5541.0,776.0
5543.0,857.0
5548.0,1093.0
5549.0,1000.0
5550.0,1017.0
5554.0,995.0
5556.0,1398.0
5558.0,1099.0
5561.0,1292.0
5565.0,1237.0
5566.0,1465.0
5568.0,1514.0
5571.0,1316.0
5578.0,753.0
5580.0,1689.0
5583.0,1149.0
5584.0,1303.0
5586.0,674.0
5587.0,996.0
5589.0,941.0
5591.0,1013.0
5592.0,891.0
5593.0,732.0
5603.0,938.0
5604.0,1268.0
5605.0,1303.0
5608.0,1049.0
5609.0,952.0
5612.0,1283.0
5613.0,1321.0
5614.0,989.0
5622.0,998.0
5636.0,697.0
5640.0,945.0
5641.0,1517.0
5643.0,1118.0
5644.0,757.0
5647.0,786.0
5650.0,1084.0
5652.0,1313.0
5654.0,1085.0
5659.0,931.0
5661.0,1248.0
5665.0,1281.0
5666.0,1178.0
5667.0,1385.0
5673.0,855.0
5675.0,964.0
5684.0,1435.5
5686.0,1489.0
5687.0,970.0
5688.0,877.0
5689.0,992.0
5690.0,1189.0
5694.0,1056.0
5699.0,1594.0
5710.0,1171.0
5715.0,1154.0
5719.0,1064.0
5721.0,933.0
5723.0,1242.0
5732.0,873.0
5736.0,945.0
5737.0,1147.0
5738.0,1256.5
5741.0,1012.0
5743.0,1074.0
5744.0,1054.0
5745.0,735.0
5749.0,1385.0
5756.0,1477.0
5759.0,1258.0
5761.0,1194.5
5762.0,1115.0
5768.0,1597.0
5773.0,1320.0
5774.0,1320.0
5775.0,1187.0
5776.0,956.0
5777.0,1186.5
5778.0,1285.0
5780.0,922.0
5781.0,924.0
5782.0,1184.0
5783.0,1256.0
5799.0,842.0
5801.0,1148.0
5805.0,1002.0
5806.0,1316.5
5807.0,1182.0
5811.0,1125.0
5813.0,1086.0
5817.0,878.0
5818.0,924.0
5819.0,1213.0
5822.0,1439.0
5823.0,1104.0
5826.0,1411.0
5827.0,1064.0
5829.0,1309.0
5830.0,921.0
5841.0,1146.0
5846.0,839.5
5862.0,
5869.0,1685.0
5870.0,977.0
5871.0,1914.0
5873.0,1455.0
5875.0,1115.0
5876.0,1406.0
5877.0,1043.0
5889.0,959.0
5891.0,920.0
5892.0,837.0
5895.0,1424.0
5896.0,1464.0
5897.0,1138.0
5904.0,1060.5
5907.0,1257.0
5914.0,1309.0
5915.0,1000.0
5919.0,1278.0
5923.0,1307.5
5925.0,744.0
5927.0,1269.0
5928.0,1204.0
5929.0,932.0
5939.0,989.0
5943.0,1538.0
5944.0,1345.0
5949.0,799.0
5950.0,1155.0
5954.0,1176.0
5956.0,1612.0
5957.0,1037.0
5959.0,1208.0
5963.0,1372.0
5973.0,1384.0
5979.0,1190.0
5983.0,1173.0
5989.0,883.0
5992.0,1403.0
5996.0,1018.0
5998.0,1092.0
6001.0,1111.0
6006.0,914.0
6009.0,1599.0
6010.0,1324.0
6012.0,1482.0
6015.0,1464.0
6016.0,1404.0
6017.0,1244.0
6026.0,852.0
6027.0,1171.5
6034.0,1170.0
6035.0,1551.0
6042.0,979.0
6044.0,1222.0
6050.0,1143.0
6060.0,1165.0
6064.0,1826.0
6068.0,1137.0
6072.0,1802.0
6075.0,1436.0
6082.0,1523.5
6087.0,1217.0
6090.0,1057.0
6091.0,921.0
6093.0,1051.0
6097.0,794.0
6100.0,939.5
6102.0,1114.0
6103.0,1284.0
6106.0,1134.0
6107.0,1559.0
6108.0,1130.0
6111.0,1171.0
6112.0,890.0
6114.0,1623.0
6117.0,1330.0
6119.0,1249.0
6121.0,1203.5
6123.0,825.0
6125.0,1063.0
6128.0,1963.0
6130.0,1359.0
6132.0,1324.0
6135.0,871.0
6139.0,793.0
6141.0,1019.0
6145.0,868.0
6146.0,1017.0
6150.0,1265.0
6152.0,1978.0
6154.0,1070.0
6155.0,1034.0
6159.0,1510.0
6160.0,1107.5
6164.0,1175.0
6169.0,959.0
6171.0,1490.0
6175.0,1449.0
6186.0,1566.0
6190.0,1221.5
6191.0,1081.0
6198.0,1223.0
6200.0,907.0
6202.0,1551.0
6203.0,798.0
6205.0,821.0
6217.0,1019.0
6224.0,1392.0
6225.0,938.0
6227.0,1240.5
6235.0,1259.5
6239.0,937.5
6242.0,1258.0
6243.0,1273.0
6246.0,1150.5
6248.0,1249.0
6251.0,988.0
6257.0,1346.0
6259.0,1098.0
6262.0,1461.5
6265.0,908.0
6270.0,1706.0
6277.0,1508.0
6290.0,854.0
6295.0,937.0
6297.0,1307.0
6300.0,937.0
6301.0,1080.0
6303.0,1277.0
6305.0,1207.5
6306.0,1473.0
6308.0,1167.0
6310.0,957.0
6311.0,1572.0
6317.0,1335.0
6322.0,1023.5
6323.0,1196.0
6326.0,1025.0
6331.0,1359.0
6332.0,991.0
6333.0,1355.0
6336.0,1628.0
6337.0,1593.0
6338.0,1768.0
6339.0,1053.0
6341.0,1159.5
6346.0,1410.0
6347.0,
6348.0,1827.0
6349.0,858.0
6352.0,1568.5
6355.0,1189.5
6356.0,1172.0
6360.0,1236.0
6361.0,1168.0
6368.0,1030.0
6373.0,854.0
6383.0,1206.0
6388.0,920.0
6389.0,1330.0
6393.0,1141.0
6394.0,1619.0
6404.0,1232.0
6408.0,1087.0
6409.0,1363.0
6418.0,1545.0
6422.0,1380.0
6425.0,1268.0
6429.0,1093.0
6433.0,1174.0
6434.0,1194.5
6437.0,1298.0
6438.0,1719.0
6445.0,1839.0
6446.0,1154.0
6450.0,1165.0
6457.0,1336.0
6463.0,1095.0
6473.0,1119.5
6476.0,1082.0
6483.0,1022.0
6487.0,1414.5
6488.0,1102.0
6499.0,998.0
6501.0,1416.0
6508.0,1082.5
6510.0,817.0
6517.0,1279.0
6525.0,826.0
6526.0,1954.5
6533.0,1217.0
6538.0,955.0
6540.0,999.5
6541.0,1401.0
6550.0,1149.0
6555.0,1571.0
6564.0,1316.0
6568.0,1603.0
6573.0,1357.5
6575.0,1105.0
6577.0,1056.0
6597.0,1579.0
6601.0,1395.0
6603.0,879.0
6605.0,1710.0
6607.0,1663.0
6612.0,857.0
6617.0,1118.0
6618.0,1773.0
6637.0,1171.0
6638.0,1344.0
6640.0,898.0
6645.0,1034.0
6647.0,2098.0
6660.0,1217.0
6662.0,1852.0
6663.0,1369.0
6678.0,1011.0
6679.0,1164.0
6689.0,1124.0
6696.0,1326.0
6698.0,1254.0
6707.0,1737.0
6709.0,1198.0
6710.0,1343.0
6711.0,1315.0
6712.0,1200.0
6718.0,858.0
6719.0,1042.0
6725.0,1081.0
6728.0,1382.0
6739.0,1251.0
6740.0,1073.0
6745.0,1547.0
6748.0,904.0
6751.0,1153.0
6755.0,1230.0
6756.0,1332.0
6758.0,1395.5
6777.0,1051.0
6778.0,947.0
6788.0,1216.0
6789.0,1200.0
6807.0,1164.0
6809.0,1052.0
